comment,todaysWgt,sirename,racetime,record_1,L2comment,L5lbw,L1sp,L2racecourse,ClassL3,ClassL2,ClassL1,raceclass,L2pos,ClassL5,ClassL4,L4going,racecourse,L1dist,diomed,horsenumber,pedigreecomment,pmL3,pedstats,L5sp,sirecomment,L2raceoutcome,record_2_stats,L3dist,L3comment,timestamp,L5ran,L1going,L1pos,L4lbw,racepm,L3sp,record_3_stats,Family,L3pos,L3ran,L1raceoutcome,L1comment,CD,record_4_stats,L5comment,L5going,L4pos,record_1_stats,L5raceoutcome,DI,L3going,L2lbw,todaysWgt_dec,L2dist,L4dist,L1racecourse,WGTL3,WGTL2,WGTL1,racedate,record_5_stats,WGTL5,WGTL4,rpOR,L1lbw,dayssincelastrun,rpTS,racegoing,L3raceoutcome,racename,rpRPR,L4ran,L2ran,L1ran,L2going,L4sp,Pedprizemoney,pmL5,pmL4,L5pos,barrier,pmL2,L3lbw,record_4,record_5,record_2,record_3,L5dist,racedistance,horsename,L4comment,L3racecourse,hage,L2sp,bestodds,L4raceoutcome,pmL1,L4racecourse,L5racecourse
Signed off for Richard Hannon with near miss on handicap debut (1m2f).,,,4:40,All-weather,"dwelt, behind until stayed on from over 1f out",,9.0,Lin,C42yMd 4K,C5Md 3K,C63yHc 2K,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,6,,C42yMd 3K,St,Nottingham,0.0,  WHAT ASHAM has looked a different horse since switching to Fibresand and could easily continue the good work on his turf debut with these conditions likely to suit him. ,7,(CLOSE),4K,,,"top-class 7-12f winner at 2-4, dual Derby hero; capable of siring 2yos, progeny progress, died 2014",6/9 (8L Pharmaceutical 8-9) 20/1,": :4:0:1:0:£0:£1,059: - : - : -",8.0,"chased leader until over 3f out, ridden and unable to quicken 2f out, beaten over 1f out, weakened final furlong",2015-04-08 10:02:23.115366,,St,2,4½,4K,8.0,,,9,14,2/9 (0.5L Miss Minuty 9-2) 8/1,"in touch in midfield, ridden and headway 4f out, chased leader over 3f out, led just over 2f out, driven and hard pressed inside final furlong, headed and no extra towards finish",,,,,4,": :4:0:1:0:£0:£1,059: 47 : 64 : 62",,,St,8,,7.0,7.0,Lin,9-0,7-11,8-9,2015-04-08,,,9-0,62,½,81,0,Sft,9/14 (90.25L Cartier 9-0) 7/1,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,84,9,9,9,St,7.0,,,3K,,2,3K,9¼,,,Rules Races,,,8.0,LAHAYEB,"held up in rear, shaken up 2f out, progress to take 4th final furlong, slightly green but kept on",Kem,3,1.0,,4/9 (40.5L Engaging Smile 9-0) 16/1,2K,Kem,
Dam a useful performer and appealing pedigree; likely best watched on debut though,,,4:30,,,,,,,,,  Haslemere Building Company Maiden Stakes  (CLASS 5) (3yo) ,,,,,Lingfield (AW),,"  Simple Verse sets the standard but it isn´t an overly demanding one and the well-bred colt MARMION is taken to make a winning debut. A half-brother to three winners who have run to an RPR in excess of 90, he looks the part on paper and is starting out at a realistic level. ",3,,,,,"top-class older miler, good source of useful 2yos, progeny progress well, sire of Sea The Stars",,,,,2015-04-08 10:02:24.189211,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-08,,,,0,,,0,Std,,  Haslemere Building Company Maiden Stakes  (CLASS 5) (3yo) ,0,,,,,,,,,,2,,,,,,,,12.0,CAPE ROSIE,,,3,,,,,,
Five-time course winner; needs to raise game after two moderate runs last month.,,,5:30,Flat Turf,"steadied start, held up in last trio, closed over 3f out, wide and driven bend 2f out, stayed on but no threat to leaders final furlong",8¾,7.0,Lin,C5Hc 3K,C5Hc 3K,C5Hc 3K,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,5,C5Hc 2K,C5Hc 3K,St,Lingfield (AW),2.0,"  Shining Glitter ended last season in good form and could have more to offer this year but today´s drop back in trip may not be ideal and preference is for TILSTARR , who ran better than the bare form suggests when making the running over 1m recently and is now 5lb lower than when winning this race in 2014. ",5,"Winnings: 10 Starts: 2 - 2 - 0, A$15,180(CLOSE)",3K,,6.0,"smart sprint 2yo, Gr1 7f winner at 3, by Southern Halo, very good source of 2yos, progeny progress",5/8 (50.5L Sabre Rock 9-3) 14/1,": :29:5:5:6:£12,604:£20,172: 69 : 80 : 69",0.0,"tracked leading trio, ridden 2f out, progress over 1f out, ran on to lead last 100yds, hung left and just held on",2015-04-08 10:02:23.529304,12,St,8,7½,4K,5.0,": :34:6:5:6:£15,192:£23,265: - : - : -",,1,7,8/9 (8L Watersmeet 9-11) 16/1,"in touch in midfield, ridden over 2f out, lost place and dropped to rear over 1f out, behind and one pace final furlong",,,"prominent, chased leader 3f out, every chance over 2f out, weakened final furlong",St,0,": :5:1:0:0:£2,588:£3,093: 62 : 78 : 69",8/12 (80.75L Rex Whistler 9-4) 25/1,,St,5½,,0.0,0.0,Lin,9-4,9-3,9-2,2015-04-08,,9-9,9-7,69,8,14,62,Std,1/7 (hd Apache Glory 9-6) 9/2,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,88,11,8,9,St,1.0,,2K,3K,8,1,3K,,,,All-weather,Rules Races,2.0,10.0,LADY LUNCHALOT,"prominent, chased leader over 3f out to 2f out, weakened final furlong",Lin,5,5.0,,10/11 (70.5L Apache Glory 8-11) 10/1,3K,Lin,Wol
Gave good account on AW debut in October; in the mix if ready to roll.,,,5:00,Flat Turf,"tracked leading pair, ridden over 2f out, no progress and weakened over 1f out, eased when beaten",,3.0,San,C43yHc 5K,C4Hc 5K,C5Hc 2K,  South London & Proud Fillies´ Handicap  (CLASS 5) (4yo+ 0-75) ,6,C53yHc 3K,C5Hc 3K,GF,Lingfield (AW),8.0," The suggestion is LADY MARL , who met traffic and was arguably a shade unfortunate off today´s mark over C&D 12 days ago. ",2,"Winnings: 13 Starts: 2 - 0 - 0, $11,577(CLOSE)",5K,,3.0,"won Dewhurst and Derby, 2nd in 2,000 Guineas, by Mark Of Esteem; gets 2yos, progeny progress",6/6 (17L Saucy Minx 9-0) 5/4F,: :1:0:0:0:£0:£192: 55 : 74 : 70,7.0,"led for 2f, chased leader after, ridden and every chance over 1f out until no extra and crossed well inside final furlong, weakened towards finish",2015-04-08 10:02:23.692257,14,St,4,,4K,1.0,": :10:1:2:1:£3,235:£6,338: - : - : -",,3,6,4/14 (20.75L Tides Reach 9-3) 12/1,"pressed leader for 3f, chased leaders, ridden to lead 2f out, headed inside final furlong, still every chance but beginning to struggle when squeezed for room and hampered final 100yds, one pace after",,,"led, ridden 2 lengths clear well over 1f out, stayed on final furlong, headed last stride",GF,1,": :9:1:2:1:£3,235:£6,146: 65 : 75 : 70",2/14 (nse Biotic 9-0) 12/1,,GS,17,,7.0,7.0,Kem,8-12,8-3,8-12,2015-04-08,,9-0,9-0,70,2¾,167,64,Std,3/6 (20.25L Twin Appeal 9-7) 100/30,  South London & Proud Fillies´ Handicap  (CLASS 5) (4yo+ 0-75) ,83,9,6,14,Gd,4.0,,3K,3K,2,3,5K,2¼,,,All-weather,Rules Races,7.0,8.0,WHITE RUSSIAN,"tracked leading pair, pushed along 3f out, closed 2f out, ridden to lead just over 1f out, driven out and held on near finish",Nmk,4,2.0,,1/9 (nk Ziggy's Secret 9-12) 3/1F,2K,Lin,San
Well-bred colt from a top yard; of obvious interest at this level,,,4:30,,,,,,,,,  Haslemere Building Company Maiden Stakes  (CLASS 5) (3yo) ,,,,,Lingfield (AW),,"  Simple Verse sets the standard but it isn´t an overly demanding one and the well-bred colt MARMION is taken to make a winning debut. A half-brother to three winners who have run to an RPR in excess of 90, he looks the part on paper and is starting out at a realistic level. ",1,(CLOSE),,,,"top-class older miler, good source of useful 2yos, progeny progress well, sire of Sea The Stars",,,,,2015-04-08 10:02:24.185456,,,,,4K,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-08,,,,0,,,0,Std,,  Haslemere Building Company Maiden Stakes  (CLASS 5) (3yo) ,0,,,,,,,,,,3,,,,,,,,12.0,MARMION,,,3,,,,,,
Quite well handicapped on best 2014 form but has searching questions to answer now.,,,5:30,Flat Turf,"tracked leader after 1f to well over 2f out, losing place when hampered soon after, weakened quickly",,1.0,Kem,C4Hc 5K,C5Hc 2K,C1NvHL 11K,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,3,C5Hc 3K,C4Hc 5K,St,Lingfield (AW),7.0,"  Shining Glitter ended last season in good form and could have more to offer this year but today´s drop back in trip may not be ideal and preference is for TILSTARR , who ran better than the bare form suggests when making the running over 1m recently and is now 5lb lower than when winning this race in 2014. ",6,(CLOSE),5K,,2.0,"champion Eur. 3yo, winner of Arc, Gr 1 sire; enters stud in France 2015",13/13 (190.5L Censorius 8-7) 20/1,": :3:1:1:0:£1,941:£3,481: 54 : 76 : 67",5.0,"never better than 4th, ridden over 2f out, plugged on same pace after",2015-04-08 10:02:23.531610,3,Sf,,,4K,4.0,: :1:0:0:0:£0:£0: - : - : -,,5,6,PU/12 (Tara Point 11-2) t 100/1,"tracked leaders until weakened in back straight, tailed off when pulled up before 2 out",,": :9:1:2:0:£1,941:£4,684: - : - : -","steadied start, held up in last, 6 lengths down over 3f out, ridden over 2f out, headway to chase winner 2f out soon driven and every chance over 1f out, ran on but no extra and held well inside final furlong",GF,2,": :5:0:1:0:£0:£1,203: 43 : 78 : 67",2/3 (hd Manomine 9-3) 7/4,,Gd,19½,,2.0,2.0,Tau,8-13,9-5,11-2,2015-04-08,,9-2,9-3,67,,0,31,Std,5/6 (120.5L Ex Oriente 9-1) 3/1J,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,84,4,13,12,St,1.0,,3K,5K,2,5,2K,12½,Rules Races,,All-weather,Hurdle,5.0,10.0,SILK TRAIN,"tracked leader 3f and ridden to go 2nd again 2f out, hard driven over 1f out, gradually closed final furlong, just failed",Yar,5,1.0,,2/4 (shd Jewelled 9-1) 11/10F,11K,Lin,Lin
Stepped up on debut effort when third at Kempton 2 weeks ago; sets the standard,,,4:30,All-weather,"held up in 7th, outpaced by leaders over 2f out, pushed along and kept on steadily from over 1f out, not disgraced",,5.0,Lin,,C53yMd 3K,C5Md 2K,  Haslemere Building Company Maiden Stakes  (CLASS 5) (3yo) ,6,,,,Lingfield (AW),1.0,"  Simple Verse sets the standard but it isn´t an overly demanding one and the well-bred colt MARMION is taken to make a winning debut. A half-brother to three winners who have run to an RPR in excess of 90, he looks the part on paper and is starting out at a realistic level. ",4,(CLOSE),,,,"useful 7f 2yo, multiple 10-12f Gr1 winner at 4, from excellent family; sold to South Africa 2015",6/12 (30.75L Atwix 9-0) 8/1,: :2:0:0:1:£0:£433: - : - : -,,,2015-04-08 10:02:24.191051,,St,3,,4K,,,,,,3/9 (10.75L Process 8-7) 9/2,"tracked leader, slightly impeded when challenging 2f out, chased winner over 1f out, no impression final furlong, lost 2nd last stride",,,,,,: :2:0:0:1:£0:£433: 45 : 71 : -,,,,3¾,,0.0,,Kem,,9-0,8-2,2015-04-08,,,,0,1¾,14,59,Std,,  Haslemere Building Company Maiden Stakes  (CLASS 5) (3yo) ,85,,12,9,St,,,,,,4,3K,,,,Rules Races,,,12.0,SIMPLE VERSE,,,3,9.0,,,2K,,
Ordinary form so far and not a certain stayer over this far.,,,4:40,Flat Turf,"chased leaders, effort over 2f out, kept on same pace approaching final furlong",,1.0,Hay,2y 10K,C52yMd 2K,C52yNv 6K,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,3,,C52yMd 2K,Sf,Nottingham,7.0,  WHAT ASHAM has looked a different horse since switching to Fibresand and could easily continue the good work on his turf debut with these conditions likely to suit him. ,6,(CLOSE),10K,,,"sharp 2yo, top-class miler at 4, half-brother to Dubai Destination; now dual-purpose",3/10 (60.5L Lap Of Luxury 8-10) 25/1,: :1:0:0:1:£0:£962: 33 : 54 : -,7.0,"midfield, ridden to chase leaders 2f out, not clear run entering final furlong, soon switched right, kept on well but not quite pace to challenge and held",2015-04-08 10:02:23.113226,,St,3,5¼,4K,2.0,": :4:0:0:2:£0:£3,478: - : - : -",,4,15,3/4 (10L Algaith 9-7) 50/1,"chased leaders, went 2nd over 2f out until ridden well over 1f out, weakened final furlong",,,,,6,": :3:0:0:1:£0:£2,516: 34 : 68 : 69",,,VS,6½,,6.0,6.0,Wol,9-0,9-0,8-6,2015-04-08,,,9-0,69,10,159,47,Sft,4/15 (2L Bandanetta 9-0) 31/1,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,81,6,10,4,Gd,8.0,,,2K,,6,2K,2,,,All-weather,Rules Races,,8.0,LIBERAL ANGEL,"held up, ridden over 1f out, no impression, well beaten final 100yds",Cla,3,6.0,,6/6 (50.25L Savoy Showgirl 9-0) 7/1,6K,Hay,
Good form at two despite not winning in seven; potential at this trip.,,,4:40,Flat Turf,"in touch, ridden from 2f out and no impression on leaders inside final furlong, kept on towards finish",5,5.0,Cur,C52yHc 4K,2y 82K,C52yHc 3K,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,9,C52yMd 2K,C42yHc 3K,GS,Nottingham,7.0,  WHAT ASHAM has looked a different horse since switching to Fibresand and could easily continue the good work on his turf debut with these conditions likely to suit him. ,2,(CLOSE),4K,,4.0,"smart 7f 2yo, won French 2000 Guineas, from brilliant family; sire of Fiesolana",9/29 (30.25L Midterm Break 9-3) 25/1,": :7:0:1:2:£0:£3,399: - : - : -",7.0,"steadied after start, held up in rear and struggling to handle downhill run, headway over 2f out, ridden to chase winner over 1f out, no impression until closed on winner final 50yds, never quite getting to winner",2015-04-08 10:02:23.102616,10,Sf,5,¾,4K,5.0,,,2,6,5/11 (50.75L Great Park 9-4) 4/1F,"held up, ridden over 1f out, stayed on inside final furlong, not trouble leaders",,,"with leader until led over 4f out, shaken up and rider dropped rein over 2f out, headed and edged left over 1f out, no extra inside final furlong",GF,3,": :7:0:1:2:£0:£3,399: 71 : 75 : 75",5/10 (5L Lady Moscou 9-0) 7/2,,Sf,3¼,,5.0,7.0,Nmk,9-0,8-13,9-4,2015-04-08,,9-5,8-9,75,5¾,168,78,Sft,2/6 (0.5L Jumeirah Glory 9-3) 9/2,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,82,6,29,11,GF,7.0,,2K,3K,5,5,82K,½,,,Rules Races,,6.0,8.0,OUTBACK RULER,"close up, ridden to chase winner just over 1f out until final 100yds, kept on",Eps,3,6.0,,3/6 (0.75L Power Play 9-7) 6/1,3K,Nby,Not
Nursery winner but really struggled on last three starts.,,,4:40,Flat Turf,"dwelt, behind, driven and outpaced over 2f out, soon beaten",1¾,1.0,Ayr,C42yHc 4K,C22yHc 12K,C52yHc 3K,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,9,C52yMdAc 2K,C32yHc 6K,GS,Nottingham,5.0,  WHAT ASHAM has looked a different horse since switching to Fibresand and could easily continue the good work on his turf debut with these conditions likely to suit him. ,4,"Breeder: Loch Lea Farm, Inc.  Swettenham StudState Bred: KY Winnings: 21 Starts: 5 - 6 - 1, $79,1904 wins at 3 in England, 4th Waterford Candelabra S. (G3), winner at 4 in N.A.Foaled 04/06/85Sold as Hip No. 62, 1986 Keeneland September Yearling Sale, $42,000(CLOSE)",4K,"(USA) b. F, 1985 {1-c} DP = 10-0-6-6-0 (22)  DI = 1.44  CD = 0.64 - 21 Starts, 5 Wins, 6 Places, 1 Shows   $79,190",6.0,"2nd in Coventry S. at 2, later high-class miler at 3-4, by Cadeaux Genereux; fair start first crops",9/10 (11L Power Play 9-6) 25/1,": :7:1:0:2:£6,469:£7,696: - : - : -",5.0,"chased leaders, went 2nd over 3f out, soon ridden, beaten over 1f out, faded inside final furlong",2015-04-08 10:02:23.107657,9,Hy,8,,4K,4.0,,,4,5,8/9 (13L Cosmic Ray 9-5) 10/1,"chased leaders, ridden well over 2f out, soon weakened",0.64,,"held up but in touch, ridden and headway from 2f out, kept on final furlong but not pace to get on terms",GF,1,": :7:1:0:2:£6,469:£7,696: 43 : 76 : 72",3/9 (10.75L Room Key 9-0) 5/1,1.44,Sf,11,,8.0,7.0,Wdr,9-7,8-5,9-7,2015-04-08,,9-4,9-4,72,13,177,53,Sft,4/5 (12L Taper Tantrum 9-5) 7/2,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,86,4,10,9,GF,4.0,,2K,6K,3,3,12K,12,,,Rules Races,,6.0,8.0,DIVINE LAW,"tracked leaders, driven over 2f out, edged left, stayed on to lead towards finish",Wdr,3,6.0,,1/4 (nk Dragline 8-0) 7/2,3K,Hay,Sal
Comfortably held on last two starts in 2014 and the handicapper hasn´t budged.,,,5:30,Flat Turf,"led until 3f out, soon ridden, kept on until faded final furlong",¾,1.0,San,C43yHc 5K,C43yHc 5K,C4Hc 5K,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,6,C5Hc 3K,C4Hc 4K,GF,Lingfield (AW),8.0,"  Shining Glitter ended last season in good form and could have more to offer this year but today´s drop back in trip may not be ideal and preference is for TILSTARR , who ran better than the bare form suggests when making the running over 1m recently and is now 5lb lower than when winning this race in 2014. ",2,Owner: Mrs. Y. M. Cahill  Miss F. E. Cahill(CLOSE),5K,"(NZ) br. F, 2008 {6-b} DP = 2-2-6-0-0 (10)  DI = 2.33  CD = 0.60",1.0,"won Racing Post Trophy, Derby and International S; gets 2yo winners from summer, progeny progress",6/7 (90.5L Ajig 8-7) 9/2,: :3:0:0:1:£0:£649: 56 : 68 : 73,8.0,"in touch, closed to join leaders and going best 2f out, ridden and forged ahead over 1f out, in command and kept on final furlong, ridden out",2015-04-08 10:02:23.521324,5,GS,7,4½,4K,5.0,": :10:2:0:2:£9,057:£10,488: - : - : -",,1,7,7/12 (12L Eurystheus 8-10) 10/1,"in touch in midfield, ridden and lost place over 2f out, no chance but kept on past beaten horses inside final furlong",0.60,,"soon tracked leader, led 2f out, ridden and in command just over 1f out, lead shortening at finish but never seriously threatened",GF,4,": :7:2:0:1:£9,057:£9,838: 64 : 78 : 73",1/5 (0.75L Dianora 9-4) 11/4,2.33,GS,9½,,8.0,0.0,Nmk,8-8,8-12,8-6,2015-04-08,,8-9,8-3,73,12,159,0,Std,1/7 (2L Weekendatbernies 9-4) 14/1,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,86,4,7,12,Gd,7.0,,3K,4K,1,6,5K,2,,,All-weather,Rules Races,9.0,10.0,SPECIAL MISS,"took keen hold, held up, tracked leading pair after 4f, pulled out and shaken up well over 1f out, not quicken and soon beaten",San,4,5.0,,4/4 (40.5L Croquembouche 10-0) 6/1,5K,San,San
Maiden winner in France but best watched on handicap debut.,,,4:40,Flat Turf,"soon tracking leader on outer, shaken up over 2f out, ridden to lead 1 1/2f out, driven final furlong, gradually asserted final 110yds",,8.0,Stb,C52yMd 3K,2y 6K,3y 11K,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,1,,,,Nottingham,5.0,  WHAT ASHAM has looked a different horse since switching to Fibresand and could easily continue the good work on his turf debut with these conditions likely to suit him. ,3,(CLOSE),3K,,,"high-class triple 7f winner at 2-3, 2nd in Phoenix S, brother to Misu Bond; first 3yos 2015",1/11 (2L Celestial House 9-2) 68/10,: :1:0:0:0:£0:£0: 10 : 58 : -,6.0,"slowly into stride, soon pushed along towards rear, kept on final furlong, nearest finish",2015-04-08 10:02:23.104480,,St,1,,4K,9.0,": :3:1:0:0:£6,667:£6,667: - : - : -",,6,14,11/12 (90.25L Djoko 9-0) 7/1,"missed break and slow to stride, in rear, closed into midfield halfway, ridden and not quicken over 1 1/2f out, soon beaten and eased inside final furlong",,,,,,": :2:1:0:0:£6,667:£6,667: 23 : 72 : 75",,,Gd,2,,7.0,,Dea,9-0,8-13,8-10,2015-04-08,,,,75,9¼,95,30,Sft,6/14 (10L Little Lady Katie 8-11) 28/1,  totepool Racing´s Biggest Supporter Handicap  (CLASS 5) (3yo 0-75) ,79,,11,12,VS,,,,,,1,6K,10,,,All-weather,Rules Races,,8.0,YAT DING YAU,,Rip,3,1.0,,,11K,,
Needs to step up on what he achieved in two runs for Richard Hannon last term,,,2:10,Flat Turf,"midfield, ridden and headway over 2f out, chased leaders under pressure over 1f out, never able to challenge, kept on same pace inside final furlong",,4.0,Hay,,C52yMd 2K,C52yMd 2K,  totejackpot Go For The Big One Maiden Stakes  (CLASS 5) (3yo) ,6,,,,Nottingham,8.0," After four starts ACASTER MALBIS has effectively had more chances than any of his rivals but he ran well on the figures in stronger company on his last two juvenile starts and sets a useful standard back in a maiden. Occult , who made a promising debut at Doncaster ten days ago, is feared most. That one´s stablemate Alkawn looks the pick of the newcomers. ",14,"Owner: Abdraliyev U.  Breeder: Haras d'Ommeel Winnings: 8 Starts: 3 - 0 - 2, $5,900At 2:  3rd Summer S (KAZ-G2,CF,1200m,Almaty)  At 3: 1st: Almaty Derby (KAZ-G1,3yo, 2400m, Almaty) 1st: Prize of Kokshetau City (KAZ G3,3yo,2000m,Kulager) Sent to Kazakhstan(CLOSE)",,"(IRE) dkb/br. H, 2009 {13-c} DP = 1-1-4-1-9 (16)  DI = 0.33  CD = -1.00 - 8 Starts, 3 Wins, 0 Places, 2 Shows   $5,900",,"top-class 2yo/sprinter, won July Cup, gets high-class spinters to middle-distance runners and 2yos",6/14 (110.5L Lord Ben Stack 9-5) 33/1,: :2:0:0:0:£0:£0: - : - : -,,,2015-04-08 10:02:22.983443,,GF,5,,5K,,,,,,5/5 (80.5L My Reward 9-5) 3/1,"took keen hold behind leaders, ridden 2f out and unable to quicken, faded final furlong",N/A,,,,,: :2:0:0:0:£0:£0: 46 : 61 : -,,0.33,,11½,,8.0,,Ffo,,9-5,9-5,2015-04-08,,,,0,8½,206,55,Sft,,  totejackpot Go For The Big One Maiden Stakes  (CLASS 5) (3yo) ,70,,14,5,GS,,,,,,5,2K,,,,Rules Races,,,8.0,TARAZ,,,3,4.0,,,2K,,
Not at best on either start this year but goes well over C&D and not ruled out.,,,5:30,Flat Turf,"held up towards rear, pushed along over 2f out, modest progress and shaken up over 1f out, never threatened",9½,9.0,Lin,C5Hc 3K,C5Hc 3K,C5Hc 3K,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,5,C5Hc 2K,C6Hc 1K,St,Lingfield (AW),0.0,"  Shining Glitter ended last season in good form and could have more to offer this year but today´s drop back in trip may not be ideal and preference is for TILSTARR , who ran better than the bare form suggests when making the running over 1m recently and is now 5lb lower than when winning this race in 2014. ",7,info as of (8/08)(CLOSE),3K,"(GB) b. M, 2006 {19} DP = 1-3-4-0-0 (8)  DI = 3.00  CD = 0.63 - 4 Starts, 0 Wins, 1 Places, 1 Shows   £2,301",7.0,"2yo winner, later smart at 6-8f, can get useful 2yo winners, runners progress well; pensioned 2010",5/8 (40.75L The Gay Cavalier 9-1) 10/1,": :23:5:2:1:£18,264:£20,537: 79 : 85 : 67",0.0,"held up in last pair, headway over 2f out, ridden to chase leaders 1f out, kept on well inside final furlong, not quite reach leaders",2015-04-08 10:02:23.533969,13,St,6,,4K,5.0,": :49:6:6:5:£22,954:£33,158: - : - : -",,3,11,6/7 (40.75L Lady Lunchalot 9-4) 8/1,"steadied start and then very slowly into stride, mostly in last, lost touch over 3f out, no chance when ridden over 1f out, kept on, never involved",0.63,,"took keen hold, held up in last trio, some progress over 2f out, no headway and pushed along over 1f out, weakened",St,1,": :26:1:4:4:£4,690:£12,622: 71 : 73 : 62",10/13 (90.5L Censorius 8-7) 66/1,3.00,St,4¾,,0.0,0.0,Lin,9-4,9-2,8-12,2015-04-08,,9-2,9-10,67,4¾,47,82,Std,3/11 (0.25L What A Dandy 8-12) 14/1,  Crystal Palace Football Club Handicap  (CLASS 5) (4yo+ 0-75) ,88,13,8,7,St,6.0,,2K,1K,0,2,3K,¼,,,All-weather,Rules Races,2.0,10.0,YOUNG DOTTIE,"held up in touch in midfield, good headway towards inner over 1f out, every chance and sustained duel with winner final furlong, ran on well to lead towards finish",Kem,9,1.0,,1/13 (hd Santadelacruze 9-5) 25/1,3K,Lin,Kem
